condition,iteration,metric,median_diff
random_fake_quantum,69,delta_aspl,0.10604083490317118
random_fake_quantum,70,delta_h1_zero,-0.06766917293233082
random_fake_quantum,70,delta_lambda2,-0.15175947416865254
random_fake_quantum,70,delta_aspl,-0.046607028648216975
random_fake_quantum,71,delta_h1_zero,0.05263157894736842
random_fake_quantum,71,delta_lambda2,-0.45841284150353356
random_fake_quantum,71,delta_aspl,0.09681290632300588
random_fake_quantum,72,delta_h1_zero,-0.10526315789473684
random_fake_quantum,72,delta_lambda2,-0.4968553605863544
random_fake_quantum,72,delta_aspl,0.19026001115333646
random_fake_quantum,73,delta_h1_zero,-0.10526315789473684
random_fake_quantum,73,delta_lambda2,0.3436472841287972
random_fake_quantum,73,delta_aspl,-0.12887473753795842
random_fake_quantum,74,delta_h1_zero,0.0
random_fake_quantum,74,delta_lambda2,0.223098158691176
random_fake_quantum,74,delta_aspl,-0.06479139583851268
random_fake_quantum,75,delta_h1_zero,-0.05263157894736842
random_fake_quantum,75,delta_lambda2,-0.18347303469962561
random_fake_quantum,75,delta_aspl,-0.04548429531667164
random_fake_quantum,76,delta_h1_zero,-0.14285714285714285
random_fake_quantum,76,delta_lambda2,-1.498793346718557
random_fake_quantum,76,delta_aspl,0.31126073511744545
random_fake_quantum,77,delta_h1_zero,-0.05263157894736842
random_fake_quantum,77,delta_lambda2,-0.3559345983080515
random_fake_quantum,77,delta_aspl,-0.0002198480371831124
random_fake_quantum,78,delta_h1_zero,0.03759398496240601
random_fake_quantum,78,delta_lambda2,-0.6043877510397087
random_fake_quantum,78,delta_aspl,0.09991708061156102
random_fake_quantum,79,delta_h1_zero,-0.03759398496240601
random_fake_quantum,79,delta_lambda2,0.07852387057488475
random_fake_quantum,79,delta_aspl,0.01957882983480208
random_fake_quantum,80,delta_h1_zero,0.045112781954887216
random_fake_quantum,80,delta_lambda2,0.27921179575196575
random_fake_quantum,80,delta_aspl,-0.24347584536693412
random_fake_quantum,81,delta_h1_zero,0.0
random_fake_quantum,81,delta_lambda2,-0.1408018012380925
random_fake_quantum,81,delta_aspl,0.07239145506175793
random_fake_quantum,82,delta_h1_zero,0.045112781954887216
random_fake_quantum,82,delta_lambda2,0.2135582732861756
random_fake_quantum,82,delta_aspl,0.08877574294426771
random_fake_quantum,83,delta_h1_zero,-0.14285714285714285
random_fake_quantum,83,delta_lambda2,0.02606127498825339
random_fake_quantum,83,delta_aspl,0.16217174860406303
random_fake_quantum,84,delta_h1_zero,-0.12030075187969924
random_fake_quantum,84,delta_lambda2,-0.5408058892411587
random_fake_quantum,84,delta_aspl,0.010475133601788311
random_fake_quantum,85,delta_h1_zero,-0.03759398496240601
random_fake_quantum,85,delta_lambda2,-0.2690511654010779
random_fake_quantum,85,delta_aspl,0.13660415321175745
random_fake_quantum,86,delta_h1_zero,-0.19548872180451127
random_fake_quantum,86,delta_lambda2,-0.5390545253361405
random_fake_quantum,86,delta_aspl,0.09889871730671818
random_fake_quantum,87,delta_h1_zero,-0.09022556390977443
random_fake_quantum,87,delta_lambda2,-1.0822682288330872
random_fake_quantum,87,delta_aspl,0.040790315252049236
random_fake_quantum,88,delta_h1_zero,-0.11654135338345864
random_fake_quantum,88,delta_lambda2,-0.045350631974516276
random_fake_quantum,88,delta_aspl,-0.027349825273438988
random_fake_quantum,89,delta_h1_zero,-0.15789473684210525
random_fake_quantum,89,delta_lambda2,0.46981651335945296
random_fake_quantum,89,delta_aspl,-0.2041728781930603
random_fake_quantum,90,delta_h1_zero,-0.015037593984962405
random_fake_quantum,90,delta_lambda2,0.30772597927518675
random_fake_quantum,90,delta_aspl,-0.33495593275325364
random_fake_quantum,91,delta_h1_zero,0.03759398496240601
random_fake_quantum,91,delta_lambda2,0.36643250900673485
random_fake_quantum,91,delta_aspl,-0.10098141152104168
random_fake_quantum,92,delta_h1_zero,0.07518796992481203
random_fake_quantum,92,delta_lambda2,0.23613220283006786
random_fake_quantum,92,delta_aspl,-0.24806777100679556
random_fake_quantum,93,delta_h1_zero,0.03759398496240601
random_fake_quantum,93,delta_lambda2,-0.1870323891881258
random_fake_quantum,93,delta_aspl,0.11641580518577777
random_fake_quantum,94,delta_h1_zero,0.03759398496240601
random_fake_quantum,94,delta_lambda2,0.2117040037276614
random_fake_quantum,94,delta_aspl,0.024548041438909873
random_fake_quantum,95,delta_h1_zero,-0.06015037593984962
random_fake_quantum,95,delta_lambda2,-0.37575769133048587
random_fake_quantum,95,delta_aspl,0.05973732511601337
random_fake_quantum,96,delta_h1_zero,-0.05263157894736842
random_fake_quantum,96,delta_lambda2,0.43209158245332446
random_fake_quantum,96,delta_aspl,-0.2130985138717043
random_fake_quantum,97,delta_h1_zero,-0.12030075187969924
random_fake_quantum,97,delta_lambda2,0.33784013232125387
random_fake_quantum,97,delta_aspl,-0.11553939631086507
random_fake_quantum,98,delta_h1_zero,-0.11654135338345864
random_fake_quantum,98,delta_lambda2,-0.20283713619917143
random_fake_quantum,98,delta_aspl,-0.03081101411690823
random_fake_quantum,99,delta_h1_zero,-0.10526315789473684
random_fake_quantum,99,delta_lambda2,0.13333364667620007
random_fake_quantum,99,delta_aspl,-0.09367583582925354
